Minor planet designation,Rotation period(hours),Δmag,Quality(U),Orbit or family,Spectral type,Diameter(km),Abs. mag(H),Refs,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,movie_name,category,run_time,genre,imdb_rating,votes,gross_total,rating,timestamp,population,total_deaths,covid_deaths,expected_deaths,excess_deaths,non_covid_deaths,covid_deaths_per_100k,excess_deaths_per_100k,excess_deaths_pct_change,Buying_Price,Maintenance_Price,No_of_Doors,Person_Capacity,Size_of_Luggage,Safety,Car_Acceptability,updateTime,per capita income,median household income,median family income,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,Season1Date,Season1Time,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Honey,Jams,Maple,Meat,PetFood,Tofu,WildHarvested,updateTime,Order Date,Product,Product_ean,Purchase Address,Quantity Ordered,Price Each,Cost price,turnover,margin,Cat_Sort,Category,varShort,varLong,Map,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,brand,model,offers/priceCurrency,features/0/description,country,ISO3,continent,Region 1,markup_GME,alpha,Q,II,VA,LAB,K,Subsidies,Taxes,Place, Latitude, Longitude, Country, Continent, Magnitude,title,published_at,view_count,like_count,comment_count,text,label,url,name,Price,listedOn,Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price
(332019) 2005 NP122,268.6,0.41,2,Hilda,C,4.95,15.26,LCDB  ·  List,AMT,American Tower Corp A,Real Estate,133.57,20.68,2,1.97,155.28,103.36,59213892640,3792383000,11.954137,9.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT,Goodfellas,R,145 min,"Biography, Crime, Drama",8.7,"1,164,128",$46.84M,3,835355511,25921089,3239,54,3455.247472,-216.2474719,3185,0.208324581,-0.834253036,-0.062585234,nominal,low,5more,more,med,low,unacc,6/20/2017 22:43,"$62,498 ","$69,659 ","$84,627 ",4th Street Farmers Market,http://www.4thstreetfarmersmarket.com,,,,,315 East 4th St.,Loveland,Larimer,Colorado,,,-105.073,40.395401,N,N,N,N,N,-,,,,,,,,,,,,,2011,27/01/2019 23:10,Wired Headphones,2.49E+12,"469 Hill St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,1,People,NativeAmericanNonHispanicNum2011,"Population size Non-Hispanic Native American, 2011",y,0.475,6.116,328239523,2.485,3.631,2.485,9.71,0,0,0,Lenovo,83B1001XUS,USD,Windows 11 brings back the Start Menu from ,Chad,TCD,Africa,Middle Africa,3.192863,1.0543656,84224.30191,22314.25678,61910.04513,8787.29,6437.202,-233.62817,1157.7963,Maputo,-25.8894,32.604, Mozambique, Africa,4.8,THESE ARE SO GOOD.,2024-01-29T21:21:52Z,6158754,327075,5033,i admit some of my inspiration to go this direction is because i am feeling a little melancholy that i won t be making my a href http www,0,https://www.etsy.com/listing/1522458586/personalized-sports-baby-onesie-inspired?click_key=a95509f46a539440a68f268e1f9f047b71f5392d%3A1522458586&click_sum=c7e3df63&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sr_gallery-7-1&organic_search_click=1&frs=1,Personalized Sports Baby Onesie Inspired by Red Sox Baseball Design,$9.99,"Feb 9, 2024",MSI,Thin GF63 12UC-846IN,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"â‚¹52,990"
10476 Los Molinos,267.9,0.33,2,MBA (inner),S,2.96,15.01,LCDB  ·  List,AWK,American Water Works Company Inc,Utilities,76.06,26.23,2.129297,2.63,92.37,71.89,13906146184,1711000000,5.553833,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AWK,Memento,R,113 min,"Mystery, Thriller",8.4,"1,241,252",$25.54M,5,835355840,25921089,3100,35,3404.247472,-304.2474719,3065,0.135025191,-1.173744945,-0.089372901,vhigh,vhigh,4,more,med,high,unacc,6/21/2017 17:15,"$62,018 ","$103,208 ","$139,244 ",52 & Shadeland Avenue Farmers Market,,,,,,5200 N. Shadeland Avenue,Indianapolis,Marion,Indiana,,,-86.0476,39.848099,N,N,N,N,N,-,,,,,,,,,,,,,2009,30/01/2019 10:51,USB-C Charging Cable,9.01E+12,"90 13th St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,1,People,NativeAmericanNonHispanicNum2012,"Population size Non-Hispanic Native American, 2012",y,0.317,2.461,4903185,1.059,1.402,0.809,7.48,3.3,3.3,1.222930915,Dell,XPS9315-7725SKY-PUS,USD,Windows 11 has all the power and securit,Chile,CHL,South America,South America,1.4227796,1.0190758,6282624.486,3286570,2996054.486,1293505,229417.8,-0.550881,158694.7,Moroni,-11.7148,43.2493, Comoros, Africa,4.8,à¤ªà¥à¤¯à¤¾à¤°à¥‡  â™¥ à¤ªà¤¾à¤ªà¤¾ à¤¨à¥‡ à¤­à¥‡à¤œà¥€ ðŸ”¥ à¤¬à¥‡à¤Ÿà¥‹à¤‚ à¤•à¥‡ à¤²à¤¿à¤ Super bike ðŸš– || #shorts #viral #funny,2024-02-10T13:22:11Z,6096212,,182,i have found myself feeling hopeless about the future and about life,0,https://www.etsy.com/listing/1424853165/personalized-rollneck-sweater-roll-neck?click_key=3a7dafb3bc7fb2e1448216bf6f5038ef71e5a46e%3A1424853165&click_sum=a8737bc2&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sr_gallery-7-2&organic_search_click=1&frs=1&sts=1,Personalized Rollneck Sweater - Roll Neck Sweater Kids - Baby Sweater Personalized - Monogrammed Childs Sweater - Gabby Girl Designs,$47.99,"Jan 28, 2024",ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"â‚¹77,990"
(24357) 2000 AC115,264,0.39,2+,Jupiter trojan,C,25.44,11.7,LCDB  ·  List,AMP,Ameriprise Financial,Financials,152.5,12.41,2.0735743,9.44,183.9,118.84,23472126000,0,1.9493247,3.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMP,American Beauty,R,122 min,Drama,8.4,"1,157,536",$130.10M,1,835355749,25921089,3145,24,3283.247472,-138.2474719,3121,0.092588703,-0.533339752,-0.04210693,vhigh,vhigh,5more,2,small,low,unacc,10/28/2014 9:49,"$59,088 ","$120,000 ","$152,857 ",52nd and Haverford Farmers' Market,http://thefoodtrust.org/farmers-markets/market/52nd-haverford,,,,,N 52nd Street and Haverford Avenue,Philadelphia,Philadelphia,Pennsylvania,06/01/2015 to 11/15/2015,Wed: 1:00 PM-5:00 PM;,-75.224495,39.965054,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,3/24/2015 14:38,12/01/2019 13:09,AAA Batteries (4-pack),6.61E+12,"818 Lincoln St, New York City, NY 10001",1,2.99,1.495,2.99,1.495,1,People,AsianNonHispanicNum2011,"Population size Non-Hispanic Asian, 2011",y,0.605,2.001,55869,0.686,1.315,-0.029,24.96,11.87,5.46,-0.010222394,ASUS,X1400EA-I38128,USD,Windows 11 has all the po,China,CHN,Asia,Eastern Asia,0.99739474,0.88042641,188237909.9,77891240.85,110346669,88029930,1398242,-2684190,6993010,Tonga Trench,-23.1232,-172.0763, Tonga, Oceania,5.3,Siblings ChallengeðŸ¤£ Part-235ðŸ˜‚ #shorts #shortsvideo #shortsfeed #youtubeshorts #challenge #viral,2024-01-23T11:29:02Z,5996731,411713,815,i kinda have a feeling that something will come damaged and it wont be returnable or that the whole thing will have a defect,0,https://www.etsy.com/listing/1650307877/personalized-embroidered-name-baby?click_key=f12f2e0ff7f9d0224c2efd89790c113fbe46b789%3A1650307877&click_sum=9a544c21&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-7-4&pro=1&bes=1&sts=1,"Personalized Embroidered Name baby blanket,Custom Baby Blanket,Stroller Blanket,Soft Knitted Baby Blanket,Newborn Baby Gift,baby shower Gift",$17.14+,"Feb 10, 2024",HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"â‚¹54,990"
2010 WG9,263.8,0.14,2,TNO,C,91.94,8.3,LCDB  ·  MPC,ABC,AmerisourceBergen Corp,Health Care,91.55,15.54,1.6132456,1.64,106.27,71.9,20587704101,991884000,0.17396984,9.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABC,As Good as It Gets,PG-13,139 min,"Comedy, Drama, Romance",7.7,"301,756",$148.48M,3,835355552,25921089,3183,19,3286.047472,-103.0474719,3164,0.07329939,-0.397542989,-0.031359094,high,high,2,more,small,high,unacc,05/01/2015 10:40,"$56,791 ","$90,839 ","$117,357 ",57th Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,W 57 St. & 9 Ave,New York,New York,New York,04/20/2013 to 12/21/2013,Wed: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,-73.98584,40.768158,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,7/24/2013 11:06,29/01/2019 12:04,Wired Headphones,2.01E+12,"994 13th St, Boston, MA 02215",2,11.99,5.995,23.98,11.99,1,People,AsianNonHispanicNum2012,"Population size Non-Hispanic Asian, 2012",y,2.469,21.911,223234,21.001,0.91,0.714,29.8,26.17,3.32,1.584454727,Dell,i7630-5640SLV-PUS,USD,Windows 11 ,Colombia,COL,South America,South America,2.1663246,1.0190758,13891832.98,3660243.246,10231589.73,2389997.3,7396853,-35874.14,49900.69,Monrovia,6.3078,-10.7999, Liberia, Africa,4.8,When You're Supposed to be Asleep -The Amazing Digital Circus(TADC)#4k #animation #3d #funny #games,2024-02-08T09:10:52Z,6005621,83234,223,this emotion has never been an intense one,3,https://www.etsy.com/listing/1589725855/montessori-busy-board-toddlersfast-free?click_key=63787db75403863bd510be5123fdd278fef2c040%3A1589725855&click_sum=6fe08eb2&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-7-1&pro=1&frs=1&cns=1,"Montessori Busy Board Toddlers,Fast Free Shipping,Busy Board Gift,Custom Busy Board,Christmas Gifts for Kids,Busy Board Kids,Busy Board baby",$94.50+,"Feb 2, 2024",DELL,Inspiron 3520,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"â‚¹35,980"
(28552) 2000 EY38,263.2,0.3,2,MBA (middle),S,5.54,14.4,LCDB  ·  List,AME,AMETEK Inc,Industrials,72.05,27.61,0.75512403,2.94,78.51,51.31,17139651923,1025763000,4.015368,4.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AME,Forrest Gump,PG-13,142 min,"Drama, Romance",8.8,"2,082,477",$330.25M,3,835355664,25921089,3042,4,3240.447472,-198.4474719,3038,0.01543145,-0.765583081,-0.061240762,high,high,2,more,big,med,acc,04/07/2014 16:32,"$54,608 ","$85,706 ","$107,511 ",58th and Chester Farmers' Market,http://thefoodtrust.org/farmers-markets/market/58th-chester,,,,,58th Street and Chester Avenue,Philadelphia,Philadelphia,Pennsylvania,06/01/2015 to 11/01/2015,Wed: 2:00 PM-6:00 PM;,-75.228302,39.935722,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,3/24/2015 14:35,17/01/2019 11:30,USB-C Charging Cable,2.46E+12,"8 Jackson St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975,1,People,WhiteNonHispanicPct2011,"Percent Non-Hispanic White, 2011",y,-0.748,-9.664,24686,-8.797,-0.867,0.161,-5.44,-4.8,2.29,1.828364639,HP,14-dq0051dx,USD,Experience the most secure,Congo,COG,Africa,Middle Africa,2.7588713,1.0543656,91125.24406,31220.41459,59904.82947,8526.88,6225.415,-234.45053,1119.254,Kingston,17.9714,-76.7926, Jamaica, North America,4.8,The moment when.....ðŸ’”ðŸ˜­ WhatsApp status #motivation #whatsappstatus #youtube #attitude,2024-02-11T12:22:01Z,5998696,145356,317,i dunno i just feel scared to walk in after awhile it got ok but when i walk into this room w poorly erected brick walls separating the room into xm partitions,4,https://www.etsy.com/listing/1669457255/baby-swing-toddler-indoor-swing-outdoor?click_key=f4e5ed9ff8bb25543c26bfa932beb3366532563a%3A1669457255&click_sum=813547dc&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-7-2&pro=1&frs=1,"Baby swing, toddler indoor swing, outdoor baby swing, wooden swing, indoor swing, kids indoor swing, kids nursery swing, wooden baby swing",$47.25+,"Feb 8, 2024",MSI,Bravo 15 B5ED,Ryzen 7 Octa Core,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 inch),No,"â‚¹54,990"
(12808) 1996 AF1,263.1,0.3,2,MBA (inner),S,6.21,13.4,LCDB  ·  List,AMGN,Amgen Inc,Health Care,173.12,13.76,2.9751508,2.57,201.23,152.16,1.28E+11,11945000000,5.58192,3.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN,Singin' in the Rain,G,103 min,"Comedy, Musical, Romance",8.3,"244,548",$8.82M,3,835355896,25921089,3003,7,3185.047472,-182.0474719,2996,0.027005038,-0.702314135,-0.05715691,med,vhigh,5more,2,big,low,unacc,04/03/2014 15:43,"$51,814 ","$72,745 ","$93,981 ",61st Street Farmers Market,https://experimentalstation.org/market,61market,61market,,Instagram: ,6100 S. Blackstone Ave,Chicago,Cook,Illinois,05/12/2018 to 12/15/2018,Sat: 9:00 AM-2:00 PM;,-87.590591,41.784081,Y,N,N,N,Y,-,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,2/23/2018 16:18,07/01/2019 16:06,USB-C Charging Cable,6.81E+12,"610 Walnut St, Austin, TX 73301",1,11.95,5.975,11.95,5.975,1,People,WhiteNonHispanicPct2012,"Percent Non-Hispanic White, 2012",y,0.121,-2.081,22394,-2.099,0.017,0.525,10.03,6.43,2.1,0.341485462,ASUS,Q530VJ-I73050,USD,Windows 11 has all the power and secu,Costa Rica,CRI,North America,Central America,1.5658567,1.1438313,1035734.822,783446.9806,252287.8418,40817.72,0.25027,-0.213509,7929.445,Mawson Station,-67.6162,62.8727, Antarctica, Antarctica,4.8,Athul's Academy kerala 7907154473 Bangalore  96115 65606 UAE +971 565862630 #fashion #ff #style,2024-02-03T06:49:10Z,5987651,241213,606,i feel about my holiday break from work pagetitle rugmi popular images of the now,1,https://www.etsy.com/listing/1532342812/personalized-name-night-light?click_key=2d00c2b5608ab7c60ed634eaa79275fdf2d9ac45%3A1532342812&click_sum=c67b80b0&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-7-3&pro=1&frs=1&bes=1&sts=1,"Personalized name night light | Personalized Gift for Baby | baby night light  |girl boy bedroom bedside light gift | Bear,Racoon,squirrel",$23.90+,"Feb 10, 2024",MSI,Modern 14 C11M-031IN,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"â‚¹28,990"
(147560) 2004 FN25,261.9,0.86,2,Eunomia,S,1.71,16.15,LCDB  ·  List,APH,Amphenol Corp,Information Technology,84.44,25.9,0.8608971,2.05,93.62,67.26,26955335395,1671700000,3.85675,6.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH,Braveheart,R,178 min,"Biography, Drama, History",8.4,"1,040,416",$75.60M,4,835355511,25921089,2964,0,3120.447472,-156.4474719,2964,0,-0.603552852,-0.05013623,med,vhigh,5more,4,big,low,unacc,04/05/2014 13:49,"$51,044 ","$106,686 ","$124,979 ",79th Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,Columbus - W 78 & 81 Sts.,New York,New York,New York,01/01/2013 to 12/31/2013,Sun: 8:00 AM-5:00 PM;,-73.9757,40.781799,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,7/24/2013 10:54,07/01/2019 16:06,Wired Headphones,5.76E+12,"610 Walnut St, Austin, TX 73301",1,11.99,5.995,11.99,5.995,1,People,BlackNonHispanicPct2011,"Percent Non-Hispanic African American, 2011",y,0.095,0.784,57826,-0.005,0.79,0.207,12.34,12.27,3.14,2.07701489,Microsoft,YZY-00001,USD,Find the relevant information and ideas you need,Cote dIvoire,CIV,Africa,Western Africa,1.4229771,0.95878273,1100372.36,755143.0831,345229.2769,22503.9,44014.45,-1492.6661,9018.005,Ljubljana,46.0602,14.5021, Slovenia, Europe,5.1,How to become a Mermaid ðŸ§œðŸ¼â€â™€ï¸ #shorts #mermaid #h2o #h2ojustaddwater #potion #howto,2024-02-08T15:11:52Z,5522817,263585,3074,i think a guy can make up for lacking funds in romantic ways to make his lady feel taken care of and loved,2,https://www.etsy.com/listing/1280750074/its-a-boy-cake-topper-baby-shower-cake?click_key=da4f0860d3f4c4a35b83e3093f4a50709bb3946f%3A1280750074&click_sum=2c507a55&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sr_gallery-8-2&organic_search_click=1&frs=1&sca=1,"It's A Boy cake topper, baby shower cake topper, baby boy cake topper, straw cake topper, rustic cake topper, bunting cake topper",$19.74,"Jan 26, 2024",ASUS,15,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"â‚¹36,990"
(149106) 2002 CD206,261.2,0.87,2,MBA (outer),C,3.78,15.84,LCDB  ·  List,APC,Anadarko Petroleum Corp,Energy,56.2,-21.29,1.7029973,-5.9,70,39.96,32129091747,3115000000,3.9682212,2.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APC,Saving Private Ryan,R,169 min,"Drama, War",8.6,"1,394,262",$216.54M,4,835355681,25921089,3036,2,3112.647472,-76.64747191,3034,0.007715725,-0.295695416,-0.024624527,med,vhigh,5more,4,big,med,acc,7/20/2016 11:16,"$50,532 ","$110,292 ","$128,596 ",82nd Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,E 82nd St. - 1st & York Ave,New York,New York,New York,01/01/2013 to 12/31/2013,Sat: 9:00 AM-2:30 PM;,-73.950089,40.77375,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,7/24/2013 10:50,21/01/2019 22:23,Lightning Charging Cable,4.44E+12,"63 Cherry St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,1,People,BlackNonHispanicPct2012,"Percent Non-Hispanic African American, 2012",y,-0.718,-7.126,10101,-7.769,0.644,0.699,-6.83,-9.13,3.2,3.661169156,LG,17Z90Q-K.AAB8U1,USD,Expand the realm of whatâ€™s possible using a 17â€ s,Croatia,HRV,Europe,Southern Europe,1.3664057,1.0223858,969067.046,805362.351,163704.695,50319.22,21730.55,-50991.91,2319.965,San Jose,37.7763,-122.4228, United States, North America,5.6,à¤…à¤¯à¥‹à¤§à¥à¤¯à¤¾ à¤®à¥‡à¤‚ à¤¦à¤¿à¤–à¥‡ à¤¤à¥€à¤¨ à¤¸à¤¬à¤¸à¥‡ à¤¬à¤¡à¤¼à¥‡ à¤•à¥‰à¤®à¥‡à¤¡à¤¿à¤¯à¤¨ ðŸ˜ƒ| #shorts #youtubeshorts #viralfactsvideos,2024-01-22T14:42:48Z,5510607,421874,7290,i began to feel doomed,0,https://www.etsy.com/listing/741855060/baby-inside-cuttable-design-png-dxf-svg?click_key=709564a8ce75d16677f1b539acd7a234e02860eb%3A741855060&click_sum=4fcc41a8&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sr_gallery-8-1&organic_search_click=1&dd=1,Baby Inside Cuttable Design PNG DXF SVG & eps File for Silhouette Cameo and Cricut,$3.49,"Jan 23, 2024",HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"â‚¹66,990"
(65223) 2002 EU34,260,0.44,2+,Jupiter trojan,C,18.43,12.4,LCDB  ·  List,ADI,"Analog Devices, Inc.",Information Technology,82.68,17.67,2.108963,2.11,98.38,74.65,31811578855,1663384000,8.00391,3.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI,Rain Man,R,133 min,Drama,8,"517,528",$178.80M,5,835355697,25921089,3034,0,3063.047472,-29.04747191,3034,0,-0.112061156,-0.009483194,med,vhigh,5more,4,big,high,acc,07/05/2018 17:00,"$50,349 ","$106,143 ","$125,828 ",84 west farmers market (Dothan),,,,,,,Dothan,Houston,Alabama,06/06/2013 to 08/08/2013,Thu: 3:00 PM-6:00 PM;,-85.449944,31.232252,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,3/15/2014 9:29,13/01/2019 19:07,Bose SoundSport Headphones,7.02E+12,"370 Lakeview St, Austin, TX 73301",1,99.99,49.995,99.99,49.995,1,People,FemaleHHNum,"Number of female headed family households, 2015-19",n,-0.932,-7.09,19448,-5.738,-1.352,0.697,-2.11,-6.67,-0.25,0.206330598,HP,15-DY5073DX,USD,Experience the most secu,Cuba,CUB,North America,Caribbean,1.3054996,0.96127862,1986878.187,1686602.133,300276.054,45379.75,30252.61,-14680.39,24125.214,Yuzhno-Sakhalinsk,46.9568,142.7407, Russia, Asia,4.7,Piyath Rajapakse - Bandimu Suda (à¶¶à¶³à·’à¶¸à·” à·ƒà·”à¶¯à·) | Lassanama Leli Official Music Video,2024-02-02T10:30:11Z,5297898,180421,7848,i feel my life is totally in ecstatic chaos,1,https://www.etsy.com/listing/1215591577/childrens-backpack-with-name?click_key=086a157a7b3aec6415e85c2912caed78c2d7337b%3A1215591577&click_sum=081b905e&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-8-3&bes=1,CHILDREN'S BACKPACK WITH NAME personalized as a set with drinking bottle/kindergarten backpack/Trixie backpack for children/gift children,$22.26+,"Feb 10, 2024",HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"â‚¹53,990"
(183581) 2003 SY84,260,0.87,2,Mars crosser,S,2.97,15,LCDB  ·  List,ANDV,Andeavor,Energy,96.9,18.78,2.3454583,6.13,121.71,75.11,15696449735,2548000000,0.6618165,1.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANDV,The King's Speech,R,118 min,"Biography, Drama, History",8,"683,379",$138.80M,5,835355586,25921089,3132,0,3015.647472,116.3525281,3132,0,0.448872067,0.038582934,med,vhigh,5more,more,big,high,acc,08/07/2017 16:11,"$50,042 ","$71,607 ","$76,250 ",8th Avenue City Farmers Market,,,,,,8th Ave & 2nd St SE,Cedar Rapids,Linn,Iowa,May to October,Tue:4:00 PM - 6:00 PM;Sat:7:30 AM - 12:00 PM;,-91.662651,41.972836,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,4/25/2012 13:17,26/01/2019 12:14,Lightning Charging Cable,3.95E+12,"100 Cherry St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,1,People,FemaleHHNum,"Number of female headed family households, 2015-19",n,-0.635,-4.056,113605,-3.268,-0.788,0.471,5.63,1.48,1.62,0.714793709,Microsoft,Z2D-00001,USD,Find the relevant inform,Cyprus,CYP,Asia,Western Asia,1.2070223,0.86166054,400624.4242,301469.5593,99154.8649,16341.82,10156.319,-1384.3398,1626.4167,Islamabad,33.6889,73.0441, Pakistan, Asia,5.6,Joe movie heroine bio data,2024-02-06T15:49:36Z,5248731,205913,478,i feel i am being neglectful to a lot of you by not responding to your comments,0,https://www.etsy.com/listing/1272936706/personalized-baby-backpacks-monogrammed?click_key=bb99400aee6294a4af7b50f681ed9d82fb753830%3A1272936706&click_sum=377f2aed&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-8-4&sts=1,Personalized Baby Backpacks | Monogrammed Toddler Backpacks | Solid Kids Backpacks | Preschool Book Bags | Personalized Diaper Backpacks,$24.99+,"Feb 5, 2024",Infinix,XL422,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"â‚¹27,990"
(29231) 1992 EG4,259.5,0.85,2,MBA (outer),C,6.11,14.8,LCDB  ·  List,ANSS,ANSYS,Information Technology,148.84,42.53,0,2.99,164.9,94.52,13155919129,458515000,16.8134,5.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANSS,2001: A Space Odyssey,G,149 min,"Adventure, Sci-Fi",8.3,"671,980",$56.95M,3,835355767,25921089,3043,0,3045.447472,-2.44747191,3043,0,-0.00944201,-0.000803649,med,high,2,2,small,low,unacc,12/16/2016 12:06,"$49,038 ","$98,221 ","$117,408 ",92nd Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,1st Ave - E 92nd & 93 Sts.,New York,New York,New York,06/23/2013 to 11/24/2013,Sun: 9:00 AM-4:00 PM;,-73.946419,40.78093,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,7/24/2013 10:43,03/01/2019 19:10,Lightning Charging Cable,2.25E+12,"938 14th St, Boston, MA 02215",1,14.95,7.475,14.95,7.475,1,People,TotalPop2011,Population size 4/1/2011 Census,n,-1.03,-2.544,33254,-0.999,-1.544,0.475,-6.47,-4.84,-1.17,0.664460912,Dell,i7435-A111BLU-PUS,USD,Windows 11 has all the power a,Czech Republic,CZE,Europe,Eastern Europe,1.258866,0.94163162,4538420.036,2277436.368,2260983.667,943935.5,44492.65,-14249.745,9676.082124,Abidjan,5.3625,-4.0043, CÃ´te d'Ivoire, Africa,5.3,Animals Chiropractic ðŸ’šðŸ’šðŸ’šðŸ’š#animals #dogs #chiropractic #foryou #asmr #germany #dogshorts #love,2024-02-04T13:40:52Z,5307055,193792,908,i havent done my eye make up i hate anyone seeing me and i feel nekkid that sounds really vain but i just think i look horrendous without it,0,https://www.etsy.com/listing/610932953/organic-world-explorer-play-mat-playmat?click_key=34dd34738abed846bdfd520e4f92dd9abaaa9f1f%3A610932953&click_sum=9699f18f&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-8-2&pro=1&frs=1&etp=1&sts=1,Organic World Explorer Play Mat - Playmat - Nursery Rug -Unisex - Neutral Baby Gift Shower - Nursery Decor - Kids Room - Now Ready to Ship,$83.38,"Feb 9, 2024",MSI,GF63 Thin 11UC-1294IN,Core i7,Windows 11 Home,4 TB,16 GB,39.62 cm (15.6 Inch),No,"â‚¹66,780"
